Symbol,Yahoo_Symbol,Date,Open,High,Low,Close,Volume,SMA20,SMA50,SMA100,SMA200,EMA9,EMA20,EMA50,RSI14,ATR14,ATR_Pct,Volume_Ratio,52W_High,52W_Low,Distance_200DMA_Pct,Distance_52W_High_Pct,Support,Resistance,Pivot,Return_5D_Pct,Return_20D_Pct,Return_60D_Pct,Above_200DMA,Near_200DMA,Recent_200DMA_Cross_Down,Breakout,Near_Breakout,Technical_Score,Trend_Score,Momentum_Score,RSI_Score,Volume_Score,Position_Score,Breakout_Score,Setup,name,series,isin,Above_20DMA,Above_50DMA
FINOPB,FINOPB.NS,2026-09-18,135.8699951171875,137.6999969482422,135.0,135.47999572753906,82685.0,140.8559997558594,152.58940032958984,143.19200088500978,174.01925045013428,138.22277740861588,141.58918904797542,146.2010327851654,35.5996066766742,5.6959305107768605,4.204259440804696,0.3577766056461073,339.0,110.02999877929688,-22.14654678887883,-60.03539949040147,131.8300018310547,151.82000732421875,139.3500010172526,-1.569313914332826,-7.855541826600465,-9.613719207943728,False,False,False,False,False,23.4,0.0,26.6,55.2,27.52,0.0,35.0,Weak / Avoid,Fino Payments Bank Limited,EQ,INE02NC01014,False,False
FINPIPE,FINPIPE.NS,2026-09-18,154.0,156.0,153.02999877929688,154.6300048828125,484153.0,157.31949920654296,161.01639892578126,167.5890998840332,170.9997998046875,154.4896290997743,156.54664509300127,160.86574345779852,42.315726750366245,3.6200316463618307,2.3410926288887453,1.082979202186032,222.22999572753906,147.5399932861328,-9.572990693891025,-30.418931802350514,148.0500030517578,166.5,154.25333150227866,0.7689853098976185,-3.6212898717173703,-12.266663896276597,False,False,True,False,False,30.17,0.0,32.94,68.63,52.9,0.0,35.0,Weak / Avoid,Finolex Industries Limited,EQ,INE183A01024,False,False
FIRSTCRY,FIRSTCRY.NS,2026-09-18,169.8000030517578,173.0,163.3699951171875,172.14999389648438,6662007.0,177.9510009765625,197.4713998413086,210.5936993408203,232.8832494354248,172.28929079229803,178.83813193163186,193.07864868912526,33.2230474997687,6.947365828789292,4.035646863262056,1.3404006968949576,395.3500061035156,163.3699951171875,-26.07884237538557,-56.456306756345455,165.00999450683594,201.6999969482422,169.23333740234375,1.96647043145326,-12.316002500411338,-22.78884611023051,False,False,False,False,False,24.92,0.0,7.14,50.45,61.91,0.0,35.0,Weak / Avoid,Brainbees Solutions Limited,EQ,INE02RE01045,False,False
FISCHER,FISCHER.NS,2026-09-18,33.310001373291016,33.7599983215332,32.709999084472656,33.150001525878906,361136.0,35.594000053405765,37.262199783325194,36.76419994354248,38.304699993133546,34.38570856268707,35.42219851160989,36.51253815571525,34.781061296745136,1.583358046999559,4.776343813328315,0.6485153155392196,124.69999694824219,31.049999237060547,-13.457091344348516,-73.41619700308566,32.599998474121094,39.70000076293945,33.29999923706055,-5.014326428330806,-14.890883500518925,-10.308435208252952,False,False,False,False,False,22.48,0.0,11.97,53.56,37.7,0.0,35.0,Weak / Avoid,Fischer Medical Ventures Limited,EQ,INE771F01041,False,False
FIVESTAR,FIVESTAR.NS,2026-09-18,527.5,545.9000244140625,524.0,538.4500122070312,741259.0,530.5099975585938,540.5,507.95449981689455,489.2950012207031,539.8541240203045,536.4510566617406,530.1196109380382,51.34373073169008,17.57137742309984,3.263325661573899,1.1734809661323653,666.0,338.1499938964844,10.046088936877595,-19.15164981876407,489.5,558.0,544.7833455403646,1.4698930432692325,2.085505686874911,8.340042697591809,True,False,True,False,False,57.54,25.0,60.84,86.69,56.07,100.0,35.0,Neutral Watch,Five-Star Business Finance Limited,EQ,INE128S01021,True,False
FLAIR,FLAIR.NS,2026-09-18,239.99000549316406,240.0,232.1999969482422,235.22999572753906,44067.0,243.15899963378905,249.62859954833985,271.4282997131348,289.3103995513916,237.01090974519664,241.5870332577526,251.14850049358162,34.944688644639186,6.7002262020033605,2.848372369042621,0.5078932233649093,345.0,228.0,-18.69286548555126,-31.817392542742297,228.0,254.25,232.0199991861979,-1.3876069639288335,-7.023717103739502,-11.30091067118646,False,False,True,False,False,24.04,0.0,26.91,53.89,32.78,0.0,35.0,Weak / Avoid,Flair Writing Industries Limited,EQ,INE00Y201027,False,False
FLEXITUFF,FLEXITUFF.NS,2026-09-18,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,3818.0,2.4209999799728394,3.5085999822616576,5.09069997549057,7.706749991178513,2.327964934972892,2.533514024705501,3.452057214857009,42.68393299898203,0.1572894860897721,6.096491889187066,0.04871525943618913,27.350000381469727,2.0,-66.522854294492,-90.56672801564541,2.0,2.890000104904175,2.3499999046325684,24.03846242018708,-8.185054226228184,-59.497645681988686,False,False,False,False,False,24.91,25.0,0.0,69.37,16.71,0.0,35.0,Weak / Avoid,Flexituff Ventures International Limited,BE,INE060J01017,True,False
FLFL,FLFL.NS,2026-09-18,1.0800000429153442,1.159999966621399,1.0800000429153442,1.149999976158142,78664.0,1.175,1.2260000061988832,1.3432000064849854,1.3445000022649765,1.1648266455182907,1.1807213352938848,1.2274982384118172,42.73844316982627,0.07603564219562056,6.611795110608291,1.6403455268659128,1.9900000095367432,1.0800000429153442,-14.466346283315357,-42.211056751409096,1.100000023841858,1.309999942779541,1.1299999952316284,-3.3613511881459113,0.0,-16.0583961930296,False,False,True,False,False,33.86,0.0,37.15,69.48,72.41,0.0,35.0,Weak / Avoid,Future Lifestyle Fashions Limited,BZ,INE452O01016,False,False
FLUOROCHEM,FLUOROCHEM.NS,2026-09-18,4490.0,4613.89990234375,4490.0,4586.7001953125,225937.0,4665.105053710938,4550.808032226562,4158.9630126953125,3761.515506591797,4618.463284593472,4633.129761164879,4493.893338024336,48.470364596914074,153.19363324447963,3.3399530538542708,1.6243405567146387,4958.89990234375,2916.60009765625,21.93755913739086,-7.505691067797827,4432.60009765625,4887.89990234375,4507.099934895833,-3.907231885709539,-0.7615852306407711,17.330918157244124,True,False,True,False,False,59.27,25.0,62.34,80.94,71.85,100.0,35.0,Neutral Watch,Gujarat Fluorochemicals Limited,EQ,INE09N301011,False,True
FMGOETZE,FMGOETZE.NS,2026-09-18,447.5,455.0,444.45001220703125,446.1499938964844,117700.0,512.4699966430665,491.927998046875,469.6274987792969,451.9574996948242,463.3041786610247,484.19669315762843,486.22851807383836,37.822856749487705,25.045879085973084,5.6137799907230805,0.030177705147308866,641.0999755859375,358.0,-1.2849672374639742,-30.408670895873502,431.20001220703125,641.0999755859375,447.2000020345052,-3.221259458463255,-5.496719311912335,-1.4142070642176763,False,True,True,False,False,34.99,25.0,37.88,59.65,16.06,39.72,35.0,200 DMA Recovery Watch,Federal-Mogul Goetze (India) Limited.,EQ,INE529A01010,False,False
FMNL,FMNL.NS,2026-09-18,8.75,9.350000381469727,8.529999732971191,9.239999771118164,103859.0,9.62650008201599,9.489600048065185,9.965899991989136,9.231650009155274,9.392088982335293,9.49445731561711,9.591127489839097,45.79828149869342,0.6100353162937674,6.6021139762425,2.2157933869045903,13.9399995803833,6.739999771118164,0.090447124345161,-33.71592504119647,8.100000381469727,11.149999618530273,9.226666768391928,-0.7518866309719985,8.57813775091103,-15.3070586585762,True,True,True,False,False,53.07,25.0,54.91,75.6,92.55,50.72,35.0,200 DMA Recovery Watch,Future Market Networks Limited,EQ,INE360L01017,False,False
FOCUS,FOCUS.NS,2026-09-18,59.599998474121094,61.720001220703125,58.61000061035156,60.63999938964844,33288.0,64.65899925231933,69.22080017089844,77.8421997833252,74.19734991073608,61.923210060950275,64.02815159920462,68.97192197351067,27.80394562679588,2.6577032957197013,4.382756138637734,0.7284631982528088,99.9000015258789,57.060001373291016,-18.27201448218563,-39.29930083740813,59.25,72.0,60.436665852864586,-0.45961718271949614,-10.335647120577496,-32.38180287322249,False,False,True,False,False,19.53,0.0,3.42,39.61,40.5,0.0,35.0,Weak / Avoid,Focus Lighting and Fixtures Limited,BE,INE593W01028,False,False
FOODSIN,FOODSIN.NS,2026-09-18,53.54999923706055,55.290000915527344,53.119998931884766,54.56999969482422,62580.0,54.88050022125244,55.55340019226074,56.4999002456665,59.73700008392334,54.76652931276187,54.93543527727472,55.389963510031194,48.78246201977282,2.8869658033621457,5.290389993599294,0.6446439084086474,93.72000122070312,44.0,-8.649581301103348,-41.77336856161982,49.150001525878906,59.70000076293945,51.70333353678385,-5.8813381758101695,1.3182307397452853,-4.061183772701993,False,False,False,False,False,32.28,0.0,49.39,81.56,37.56,0.0,35.0,Weak / Avoid,Foods & Inns Limited,EQ,INE976E01023,False,False
FORCEMOT,FORCEMOT.NS,2026-09-18,17622.0,17882.0,17488.0,17488.0,63130.0,17561.7,17861.44,18375.14,19596.81,17562.619803785303,17651.55728771393,17927.630915576396,46.52346460308646,448.03677096629224,2.5619668971082583,0.9144570547037394,26450.0,14911.0,-10.7609860992682,-33.882797731569006,17150.0,18339.0,17586.0,-1.2256424738774307,-1.5869442881260576,-4.910010331140235,False,False,True,False,False,32.04,0.0,42.9,77.05,47.01,0.0,35.0,Weak / Avoid,FORCE MOTORS LTD,EQ,INE451A01017,False,False
FORTIS,FORTIS.NS,2026-09-18,884.7000122070312,899.7000122070312,884.7000122070312,886.0,1928099.0,905.6074981689453,926.8630004882813,944.068002319336,912.4052508544922,891.1599842905746,902.5151211176759,919.5464758942296,40.830312167158866,18.565312370633613,2.095407716775803,2.0384181925825686,1104.300048828125,766.7999877929688,-2.8940266213684063,-19.768182484441922,861.4000244140625,941.9000244140625,870.5999959309896,-1.8228169964562446,-3.359510057053361,-7.205696341911427,False,True,True,False,False,44.46,25.0,37.52,65.66,86.34,26.85,35.0,200 DMA Recovery Watch,Fortis Healthcare Limited,EQ,INE061F01013,False,False
FOSECOIND,FOSECOIND.NS,2026-09-18,6787.5,6974.5,6622.5,6677.5,44756.0,6153.15,5623.19,5333.34599609375,5082.736491699219,6380.523764395587,6160.7093263689285,5776.564303623805,69.0715378590311,281.6303275805265,4.217601311576586,1.5818613980366343,7040.0,4300.0,31.376080796343487,-5.149147727272729,5257.0,7040.0,6675.833333333333,7.80594123345173,21.276788957500912,28.626191886803465,True,False,True,False,False,64.23,25.0,100.0,77.86,70.37,100.0,35.0,Momentum Watch,Foseco India Limited,EQ,INE519A01011,True,True
FSL,FSL.NS,2026-09-18,272.0,275.5,269.3999938964844,273.45001220703125,1243136.0,265.6499984741211,273.142200012207,260.98730087280273,267.3255500030518,267.7207601374008,267.2380180571972,267.0262923276397,53.85298998332015,10.272274836105353,3.7565457588380466,0.4870917374730322,379.70001220703125,202.0,2.291012663738856,-27.982616956584994,246.64999389648438,292.0,273.5,10.44022837895584,-0.9418495565692298,12.322865325468513,True,True,True,False,False,49.51,25.0,57.97,91.71,32.05,68.33,35.0,200 DMA Recovery Watch,Firstsource Solutions Limited,EQ,INE684F01012,True,True
FUSION,FUSION.NS,2026-09-18,184.02000427246094,186.02000427246094,181.82000732421875,185.1199951171875,511372.0,195.90249938964843,206.17040008544922,198.1397004699707,184.0348001861572,189.98285146489806,194.53732289378013,198.67641789325444,38.1532248542818,7.381830155840868,3.987592021687289,0.9273580807387934,243.0,136.5,0.5896683289967841,-23.81893205054012,182.1300048828125,208.1999969482422,184.61000061035156,-2.9158788400246993,-8.951412331010344,-3.968464483956191,True,True,True,False,False,40.71,25.0,28.92,60.31,47.46,54.72,35.0,200 DMA Recovery Watch,Fusion Finance Limited,EQ,INE139R01012,False,False
GABRIEL,GABRIEL.NS,2026-09-18,1290.0999755859375,1336.0,1290.0,1321.800048828125,293065.0,1360.2200012207031,1399.7500073242188,1265.3540045166017,1109.6325024414064,1334.839407376944,1360.3873305203913,1353.157564707652,42.627569454681705,52.662290838904205,3.984134429832506,1.0168451794099478,1600.0,795.7000122070312,19.12052376979847,-17.387496948242188,1268.199951171875,1475.0,1291.0999755859375,-1.262411515661599,-8.003897278107397,7.533363271611626,True,False,True,False,False,50.98,25.0,40.02,69.26,50.59,100.0,35.0,Neutral Watch,Gabriel India Limited,EQ,INE524A01029,False,False
GAEL,GAEL.NS,2026-09-18,160.10000610351562,160.60000610351562,156.25,156.9499969482422,962051.0,168.28300094604492,164.8827996826172,162.52830032348632,149.3273000717163,162.0267112657572,165.60553012120656,165.47534049399246,36.99920958028952,5.790961453952065,3.689685611055963,1.0391991720549312,184.99000549316406,101.19999694824219,5.104690751701124,-15.157580254225156,152.63999938964844,184.99000549316406,156.4366658528646,-4.763353129945158,-14.403361460622943,-0.8340224228125748,True,False,False,False,False,45.11,25.0,20.53,58.0,51.37,90.84,35.0,Neutral Watch,Gujarat Ambuja Exports Limited,EQ,INE036B01030,False,False
GAIL,GAIL.NS,2026-09-18,172.0,174.64999389648438,172.0,173.89999389648438,8527161.0,173.68449935913085,173.82919921875,171.0507992553711,166.10305000305175,172.98160846696456,173.42298176972042,173.06728429973776,50.95730006317908,3.021276534314477,1.7373643705317898,1.4251924713084523,186.8699951171875,134.36000061035156,4.694040171622005,-6.940654765132059,168.72000122070312,177.5,172.02000427246094,0.16127104433327766,1.1046476142350992,0.6074560346500224,True,False,True,False,False,55.66,25.0,52.7,85.91,64.88,87.55,35.0,Neutral Watch,GAIL (India) Limited,EQ,INE129A01019,True,True
GALAPREC,GALAPREC.NS,2026-09-18,1005.9000244140625,1024.9000244140625,1001.5,1011.2000122070312,12068.0,1032.6649993896485,1072.5279943847656,1021.8359979248047,887.1279992675782,1016.2323519653269,1029.0500679127274,1041.4783795125286,44.29701868121252,42.07338359155541,4.160738042291616,0.46726113268620945,1260.0,671.2000122070312,13.985807351575886,-19.746030777219747,969.0,1122.0,1003.7000122070312,-1.9204643834111246,-7.169745076676914,-6.68573899088919,True,False,False,False,False,47.14,25.0,30.31,72.59,31.35,100.0,35.0,Neutral Watch,Gala Precision Engineering Limited,EQ,INE0RE001014,False,False
GALAXYSURF,GALAXYSURF.NS,2026-09-18,2271.0,2271.10009765625,2201.0,2215.199951171875,22064.0,2245.8099975585938,2122.95599609375,1993.2589990234376,1936.6479998779296,2202.5282016970004,2209.8668632115473,2139.51211838985,51.39010565426183,93.127504925391,4.2040225251957555,0.6040727822282576,2648.0,1510.0,14.383199802519764,-16.34441272009536,2078.699951171875,2528.39990234375,2135.5333658854165,-3.219885286220203,-6.187273732059473,10.500324493795166,True,False,True,False,False,52.34,25.0,46.03,86.78,36.14,100.0,35.0,Neutral Watch,Galaxy Surfactants Limited,EQ,INE600K01018,False,True
GALLANTT,GALLANTT.NS,2026-09-18,545.8499755859375,553.9500122070312,541.0,547.1500244140625,73721.0,564.3225067138671,591.1100012207031,654.5629998779297,624.5984997558594,548.904326141349,561.7371785638586,591.5729129543905,40.70287048294841,20.19257103959108,3.6904998882555295,1.0416940439704225,948.0,496.25,-12.399721640713135,-42.28375269893856,521.5,599.0,529.7833455403646,-1.7860261367647734,-4.959177903005097,-23.448754891351875,False,False,True,False,False,27.73,0.0,21.32,65.41,51.46,0.0,35.0,Weak / Avoid,Gallantt Ispat Limited,EQ,INE297H01019,False,False
GANDHAR,GANDHAR.NS,2026-09-18,268.20001220703125,277.20001220703125,268.0,276.20001220703125,670870.0,263.78350219726565,247.4142010498047,206.3006999206543,174.05449996948244,267.7628669811285,262.72879956415807,243.91819062864326,65.06812998213927,10.129526764159175,3.6674606504240073,0.7666975309841253,303.1700134277344,115.0,58.6859358737972,-8.895998953119378,247.0500030517578,278.0,266.1333312988281,1.2834616220489314,10.290308782867363,57.6934181169704,True,False,False,False,True,69.15,25.0,100.0,85.86,41.83,100.0,75.0,Pre-Breakout Watch,Gandhar Oil Refinery (India) Limited,EQ,INE717W01049,True,True
GANDHITUBE,GANDHITUBE.NS,2026-09-18,897.0,904.0,865.0,899.2000122070312,7643.0,896.4674987792969,886.9229968261719,874.2179974365234,834.6474996948242,894.2774964975719,894.3476465001436,886.9404639499203,52.85269065022088,23.495370179059954,2.6129192460075714,1.2695380628872315,1010.0,681.0499877929688,7.7341048209944585,-10.970295821086019,850.0,914.5,888.4666748046875,0.0445064997213418,1.4211636553189244,5.292741476233176,True,False,True,False,True,65.93,25.0,57.08,89.71,59.43,100.0,75.0,Pre-Breakout Watch,Gandhi Special Tubes Limited,EQ,INE524B01027,True,True
GANECOS,GANECOS.NS,2026-09-18,992.0,1015.0,982.2000122070312,1002.0,99501.0,1028.9549926757813,1095.2799926757812,1033.2034985351563,939.609748840332,1013.8822636655032,1030.2103430339712,1047.2743009449955,41.81092988753112,40.293990548164416,4.021356342132177,1.1816722691620483,1338.0,653.5499877929688,6.640017436671997,-25.11210762331838,962.5,1111.800048828125,999.8000081380209,-1.8128368446839738,-5.994936011863694,12.641224636068738,True,False,True,False,False,52.82,25.0,48.12,67.62,56.36,100.0,35.0,Neutral Watch,Ganesha Ecosphere Limited,EQ,INE845D01014,False,False
GANESHBE,GANESHBE.NS,2026-09-18,126.4000015258789,130.88999938964844,125.20999908447266,126.86000061035156,164083.0,123.66250076293946,116.65480056762695,108.8597004699707,95.03630016326905,125.74109712905013,123.61755836299339,117.6811504519779,54.89534934288746,7.0901898160718355,5.588987688758759,0.8417465408379144,135.85000610351562,68.4000015258789,33.48583687749893,-6.617596679615767,112.01000213623047,135.85000610351562,121.10999806722005,-1.0375238362777983,12.824615666883975,19.9168158734099,True,False,False,False,False,61.48,25.0,91.58,93.79,44.46,100.0,35.0,Momentum Watch,Ganesh Benzoplast Limited,BE,INE388A01029,True,True
GANESHCP,GANESHCP.NS,2026-09-18,165.97000122070312,171.24000549316406,163.50999450683594,169.1999969482422,98944.0,167.54400024414062,169.2388003540039,184.7635006713867,191.7505503845215,166.65519546823776,167.20846613108768,171.6963301199524,52.12904423770621,6.097873448238703,3.6039441833465435,0.548327057715823,309.95001220703125,152.0,-11.760359170316947,-45.41055322326461,160.4199981689453,180.0,165.03999837239584,1.0994241940608607,4.936734795271147,-12.63489515777093,False,False,False,False,False,37.83,25.0,49.77,88.26,34.19,0.0,35.0,Weak / Avoid,Ganesh Consumer Products Limited,EQ,INE652V01016,True,False
GANESHHOU,GANESHHOU.NS,2026-09-18,758.0,758.0,735.25,741.4500122070312,25397.0,778.4400054931641,795.1990026855469,764.1360015869141,734.354750366211,755.5434253480666,769.8389646136749,777.6426078064762,37.84190898931677,25.907349367377236,3.494146461777016,0.8970385401269071,899.7000122070312,500.0,0.9661899561869802,-17.58919616015131,726.2999877929688,858.4500122070312,740.6333414713541,-2.247856004346571,-10.225210038823352,-2.073566889095868,True,True,True,False,False,40.76,25.0,27.89,59.68,46.4,57.73,35.0,200 DMA Recovery Watch,GANESH HOUSING LIMITED,EQ,INE460C01014,False,False
GANGAFORGE,GANGAFORGE.NS,2026-09-18,1.5700000524520874,1.5800000429153442,1.5499999523162842,1.5499999523162842,1827820.0,1.729500013589859,1.9127999997138978,2.1566552078723906,2.625677601695061,1.6233760556710617,1.7333475658014141,1.9172445269065603,35.24433024614008,0.09389849174292147,6.057967395586157,0.3468561505003717,4.150000095367432,1.5299999713897705,-40.967621031780546,-62.65060441693675,1.5299999713897705,2.259999990463257,1.6066666841506958,-2.5157283158869115,-31.41593102402784,-21.001239510322645,False,False,False,False,False,19.24,0.0,0.0,54.49,27.14,0.0,35.0,Weak / Avoid,Ganga Forging Limited,EQ,INE691Z01023,False,False
GANGESSECU,GANGESSECU.NS,2026-09-18,116.79000091552734,117.0,114.1500015258789,114.1500015258789,669.0,118.42299995422363,117.84740005493164,120.47660018920898,124.03790012359619,115.91518621253728,117.23679075663628,118.33373393100635,40.83955070250004,4.156836105989956,3.641555891742639,0.23545974483062032,178.14999389648438,103.30999755859375,-7.971675260436206,-35.924779434903165,113.0,126.25,115.00333404541016,-1.5863405222678817,-4.05950722371804,-6.388388354568497,False,False,False,False,False,30.85,25.0,36.77,65.68,23.24,0.0,35.0,Weak / Avoid,Ganges Securities Limited,EQ,INE335W01016,False,False
GARFIBRES,GARFIBRES.NS,2026-09-18,799.7000122070312,840.0,791.2999877929688,819.0,56698.0,803.3624969482422,778.4689978027344,727.7215008544922,689.2035006713867,803.794725812955,799.079225359636,776.3327457091382,56.76009368204872,32.03146617685803,3.911045931240297,0.9121710759171906,863.4000244140625,579.75,18.83282647319293,-5.1424627239493255,745.0,852.0,789.1666666666666,0.5401454144284168,7.784434600850076,10.96057811813913,True,False,True,False,False,59.82,25.0,74.34,97.52,46.93,100.0,35.0,Momentum Watch,Garware Technical Fibres Limited,EQ,INE276A01018,True,True
GARUDA,GARUDA.NS,2026-09-18,175.8000030517578,176.83999633789062,174.16000366210938,175.52999877929688,180277.0,178.75399932861328,178.59559875488281,176.99649978637694,177.57059997558594,177.43248196205354,178.43590364045122,178.2420180331754,45.384777901772964,6.678976209683984,3.80503404325879,0.1611208074478233,249.3000030517578,130.0,-1.1491773956779028,-29.590855743850653,170.6999969482422,198.38999938964844,175.80667114257812,-2.0971580387285083,-3.687243468149859,-2.0862416489263125,False,True,True,False,False,38.58,25.0,40.96,74.77,20.64,40.81,35.0,200 DMA Recovery Watch,Garuda Construction and Engineering Limited,EQ,INE0JVO01026,False,False
GATECH,GATECH.NS,2026-09-18,0.7300000190734863,0.7300000190734863,0.7300000190734863,0.7300000190734863,5680142.0,0.8739999979734421,0.7225999981164932,0.6177999952435493,0.5581999963521957,0.7511012504741954,0.7942431249149831,0.7433012285661499,42.57915166715743,0.03731984328483189,5.112307165717354,0.15742019035713056,1.1100000143051147,0.4000000059604645,30.77750337584981,-34.23423336345785,0.6399999856948853,1.1100000143051147,0.6799999872843424,0.0,-18.88888462090187,46.000003814697266,True,False,False,False,False,47.8,25.0,49.02,69.16,20.51,100.0,35.0,Neutral Watch,GACM Technologies Limited,BE,INE224E01028,False,True
GATECHDVR,GATECHDVR.NS,2026-09-18,0.5,0.5,0.47999998927116394,0.47999998927116394,334623.0,0.5049999967217446,0.48439999639987946,0.4816999989748001,0.472699998319149,0.4884400134139742,0.49551993864710814,0.49034238826009063,43.749627947911556,0.027593644879689495,5.748676145094903,0.5368135152844575,0.6700000166893005,0.36000001430511475,1.5443179559916809,-28.358212341096912,0.46000000834465027,0.5799999833106995,0.48333332935969037,-2.0408204226431526,-5.882353284917219,4.3478218616745945,True,True,True,False,False,43.4,25.0,41.71,71.5,33.79,62.35,35.0,200 DMA Recovery Watch,GACM Technologies Limited,BE,INE224E01036,False,False
GATEWAY,GATEWAY.NS,2026-09-18,53.33000183105469,53.33000183105469,52.650001525878906,52.869998931884766,660523.0,53.47749977111816,55.76339988708496,56.92899993896484,57.403850078582764,53.1391956058468,53.730619421248164,55.16352239830585,40.5860787528241,1.2663913871074641,2.3952930067939353,0.778047915716963,66.25,48.099998474121094,-7.8981656116992145,-20.196228027343754,51.5099983215332,55.630001068115234,52.449999491373696,-1.4538724544451265,-4.0471862141406305,-9.855076630209048,False,False,True,False,False,28.21,0.0,34.02,65.17,42.23,0.0,35.0,Weak / Avoid,Gateway Distriparks Limited,EQ,INE079J01017,False,False
GAYAHWS,GAYAHWS.NS,2026-09-18,1.8700000047683716,1.9500000476837158,1.8200000524520874,1.899999976158142,253808.0,1.923499995470047,1.929599997997284,2.074500002861023,2.2835000032186508,1.902237464016796,1.9183290283753756,1.9597705630832158,46.615038721730805,0.11655910490993487,6.134689809082047,0.9368172140089254,4.760000228881836,1.7200000286102295,-16.794395731112576,-60.084036033660695,1.7200000286102295,2.180000066757202,1.8599999745686848,0.0,-1.0416656965389626,-11.627912005583651,False,False,False,False,False,31.54,0.0,38.61,77.23,47.79,0.0,35.0,Weak / Avoid,Gayatri Highways Limited,EQ,INE287Z01012,False,False
GAYAPROJ,GAYAPROJ.NS,2026-09-18,23.780000686645508,24.799999237060547,23.56999969482422,24.719999313354492,1572098.0,23.192500019073485,21.6742000579834,21.060500049591063,17.238250007629393,24.415337992853757,23.47427684252136,22.174713389904806,59.4564397205091,1.2615806829371636,5.1034818688511026,1.3045961118073732,27.329999923706055,10.470000267028809,43.402023421250924,-9.549947375183299,20.350000381469727,27.329999923706055,23.99333381652832,-5.032659772318415,13.602936826001866,12.825191627166,True,False,False,False,False,63.78,25.0,87.47,97.09,60.66,100.0,35.0,Momentum Watch,Gayatri Projects Limited,EQ,INE336H01023,True,True
GCSL,GCSL.NS,2026-09-18,588.5999755859375,620.5,588.5999755859375,618.5499877929688,622465.0,572.192497253418,536.8159979248047,475.92549987792967,408.04824981689455,598.1613838139264,577.4614139810922,536.5752051653648,69.27354147895952,23.46230034607715,3.7931130561965314,0.8978467055106366,620.5,213.14999389648438,51.58746252937825,-0.31426465866740694,470.0,616.9000244140625,596.2999877929688,0.6099544688447089,28.31656538877958,50.15171002886336,True,False,False,False,True,68.58,25.0,100.0,77.45,46.42,100.0,75.0,Pre-Breakout Watch,Gretex Corporate Services Limited,EQ,INE199P01028,True,True
GEECEE,GEECEE.NS,2026-09-18,373.0,373.0,360.29998779296875,371.8500061035156,727.0,367.1175003051758,359.5879998779297,343.1301013183594,322.40870040893554,366.02900773011413,365.9591173107229,359.0192405236427,54.949289244333144,14.733934491499122,3.962332728158538,0.22385072512855253,390.0,215.85000610351562,15.334978749602568,-4.653844588842149,334.04998779296875,382.0,356.26666259765625,2.170626083669558,0.2696507977731688,6.501507261592954,True,False,True,False,False,52.87,25.0,55.74,93.9,22.83,100.0,35.0,52W High Watch,GeeCee Ventures Limited,BE,INE916G01016,True,True
GEEKAYWIRE,GEEKAYWIRE.NS,2026-09-18,34.0,35.0,33.060001373291016,33.25,814069.0,27.84950008392334,25.08260005950928,24.976000080108644,26.144099998474122,30.38739599295058,28.418216529594492,26.274882036327046,74.1439291216243,1.9008952799182228,5.71697828546834,2.1465117986837514,37.8650016784668,18.510000228881836,27.17974610692511,-12.18804033776465,22.25,34.0,32.62333297729492,19.47538660133843,48.23896365408196,25.42436708006943,True,False,False,False,False,65.68,25.0,100.0,67.71,90.13,100.0,35.0,Momentum Watch,Geekay Wires Limited,EQ,INE669X01032,True,True
GEMAROMA,GEMAROMA.NS,2026-09-18,152.39999389648438,155.3000030517578,147.64999389648438,149.10000610351562,145529.0,164.15100021362304,175.68100067138673,172.3561000061035,170.3570500946045,157.39519693800366,163.0005902620067,170.31334554753298,27.746353529069495,7.116361378298851,4.772877992612674,1.6613316772795663,284.75,133.0,-12.477936181264104,-47.638277048809265,151.0,182.0,153.9633331298828,-9.685620321686962,-15.947907651767924,-19.331274886962536,False,False,True,False,False,29.29,25.0,2.64,39.49,73.15,0.0,35.0,Weak / Avoid,Gem Aromatics Limited,EQ,INE06XZ01023,False,False
GENCON,GENCON.NS,2026-09-18,39.810001373291016,41.5,39.119998931884766,40.0099983215332,237077.0,42.701499938964844,41.02940002441406,40.675700149536134,43.21370008468628,41.034664641817386,41.62995296429714,41.41777191788535,44.33610471251972,2.5183791663098174,6.294374586250449,0.6052190979318313,59.959999084472656,36.349998474121094,-7.4136252088452315,-33.27218323474881,38.11000061035156,47.849998474121094,40.03666687011719,-4.80609211618318,4.2198462038048,-2.911916499875866,False,False,True,False,False,36.74,25.0,56.11,72.67,36.18,0.0,35.0,Weak / Avoid,Generic Engineering Construction and Projects Limited,EQ,INE854S01022,False,False
GENESYS,GENESYS.NS,2026-09-18,286.0,296.0,281.25,285.19000244140625,496070.0,253.8920021057129,245.47757751464843,266.22778732299804,295.29394454956054,279.7227665265003,261.7962296551494,254.88971538745992,59.88560607435084,21.62005407540247,7.5809298679200445,0.16640000021467938,612.0,168.5,-3.421655707693827,-53.40032639846304,177.5500030517578,323.2300109863281,287.9066670735677,-7.348687598388237,59.01309882130856,-12.652372912279864,False,False,True,False,False,47.95,25.0,100.0,96.23,20.82,22.63,35.0,Momentum Watch,Genesys International Corporation Limited,EQ,INE727B01026,True,True
