Symbol,Yahoo_Symbol,Date,Open,High,Low,Close,Volume,SMA20,SMA50,SMA100,SMA200,EMA9,EMA20,EMA50,RSI14,ATR14,ATR_Pct,Volume_Ratio,52W_High,52W_Low,Distance_200DMA_Pct,Distance_52W_High_Pct,Support,Resistance,Pivot,Return_5D_Pct,Return_20D_Pct,Return_60D_Pct,Above_200DMA,Near_200DMA,Recent_200DMA_Cross_Down,Breakout,Near_Breakout,Technical_Score,Trend_Score,Momentum_Score,RSI_Score,Volume_Score,Position_Score,Breakout_Score,Setup,name,series,isin,Above_20DMA,Above_50DMA
JYOTISTRUC,JYOTISTRUC.NS,2026-09-18,9.180000305175781,9.420000076293945,9.09000015258789,9.289999961853027,4504436.0,9.896499967575073,10.622199954986572,11.501899967193603,11.11955001115799,9.493380595297378,9.864808598245377,10.508679821105003,33.526696080409934,0.3941797537997173,4.243054417850529,0.8048974915556932,17.420000076293945,7.940000057220459,-16.45345402888685,-46.67049413796875,8.899999618530273,11.069999694824219,9.073333104451498,-4.127963218285824,-12.109742383417144,-20.462331171889335,False,False,True,False,False,22.55,0.0,9.41,51.05,43.17,0.0,35.0,Weak / Avoid,Jyoti Structures Limited,EQ,INE197A01024,False,False
KABRAEXTRU,KABRAEXTRU.NS,2026-09-18,640.25,690.0,639.7000122070312,681.5999755859375,233883.0,629.9825012207032,506.1829992675781,375.1264993286133,301.39909957885743,656.8357497725561,622.7096386215976,525.6034963609249,63.97265569049784,40.07700906092046,5.8798430892648215,0.6604072600382352,741.9000244140625,180.0,126.14532576186583,-8.127786338293863,521.5499877929688,741.9000244140625,634.7666625976562,-5.745702471875214,20.3814837320615,178.181358134335,True,False,True,False,False,60.93,25.0,100.0,88.05,38.11,100.0,35.0,Momentum Watch,Kabra Extrusion Technik Limited,EQ,INE900B01029,True,True
KAJARIACER,KAJARIACER.NS,2026-09-18,1211.0999755859375,1216.9000244140625,1197.0,1202.699951171875,194896.0,1226.0799926757813,1222.0539990234374,1172.07,1088.070498352051,1223.2981088760087,1225.4866399764533,1211.8926230434809,44.01338810825363,30.450163421852203,2.5318171329584302,1.0425747256297837,1293.800048828125,869.5999755859375,10.535112659835688,-7.041281049476311,1179.0999755859375,1274.5,1204.8333333333333,-2.945448792624872,-0.5128689814687171,-0.4140101185851952,True,False,True,False,False,52.82,25.0,48.64,72.03,51.49,100.0,35.0,Neutral Watch,Kajaria Ceramics Limited,EQ,INE217B01036,False,False
KAKATCEM,KAKATCEM.NS,2026-09-18,107.4000015258789,109.9000015258789,107.0,107.33000183105469,1116.0,112.31699981689454,114.9131997680664,119.58730003356933,118.70264987945556,109.57202255846123,111.23002689824997,114.21470794484549,38.46028238624173,4.152879168067952,3.8692621794648705,0.3351301031516043,165.5500030517578,85.0,-9.580787000079594,-35.16762316368012,106.69999694824219,120.72000122070312,108.41333516438802,-3.2801652244817125,-6.6533321469220414,-11.356128007980749,False,False,False,False,False,24.29,0.0,27.61,60.92,26.73,0.0,35.0,Weak / Avoid,Kakatiya Cement Sugar & Industries Limited,EQ,INE437B01014,False,False
KALAMANDIR,KALAMANDIR.NS,2026-09-18,77.05999755859375,78.93000030517578,76.55999755859375,78.26000213623047,532981.0,84.1455005645752,87.17480010986328,97.22340026855468,107.67020027160645,80.53903761405033,83.09495019457414,88.01394308116562,27.866067160232063,2.148313738403422,2.745097980784312,1.3707588706756064,223.02999877929688,76.55000305175781,-27.315077023342084,-64.91054900032799,76.55000305175781,92.0,77.38000233968098,-5.21981055410361,-9.305827667284127,-28.84160779460766,False,False,False,False,False,23.65,0.0,8.32,39.73,62.98,0.0,35.0,Weak / Avoid,Sai Silks (Kalamandir) Limited,EQ,INE438K01021,False,False
KALPATARU,KALPATARU.NS,2026-09-18,259.75,279.95001220703125,257.20001220703125,274.45001220703125,59103.0,272.6674995422363,278.4300003051758,301.47449935913085,314.1974996185303,266.26750086330253,271.1309819535367,280.9391572123127,50.709323678487934,9.297092126349687,3.3875356942365267,1.3825635075563436,410.70001220703125,250.0,-12.65047858743522,-33.17506597280481,250.0,294.20001220703125,257.93333435058594,2.636506533831895,-4.8205283864271475,-10.762470134844937,False,False,False,False,False,39.08,25.0,31.75,85.42,63.39,0.0,35.0,Weak / Avoid,Kalpataru Limited,EQ,INE227J01012,True,False
KALYANI,KALYANI.NS,2026-09-16,144.99000549316406,144.99000549316406,144.99000549316406,144.99000549316406,0.0,142.92000274658204,140.0219989013672,139.0559976196289,138.57299697875976,144.68653988124473,143.29047111447665,141.04888080781257,,0.18807053081773117,0.12971275515028396,0.0,144.99000549316406,138.08999633789062,4.6307784736645985,0.0,138.08999633789062,144.99000549316406,144.99000549316406,0.0,4.9967480181474455,4.9967480181474455,True,False,False,False,True,52.41,25.0,63.99,50.0,15.0,87.05,75.0,Pre-Breakout Watch,Kalyani Commercials Limited,BE,INE610E01010,True,True
KALYANIFRG,KALYANIFRG.NS,2026-09-18,1010.4500122070312,1010.4500122070312,964.75,975.25,3446.0,905.8250122070312,735.7260083007812,674.9205047607422,642.7785021972657,986.744081222357,917.951311726639,793.0718907681331,59.930935415966445,65.72384793542562,6.739179485816521,0.15471682017873697,1192.25,523.5999755859375,51.72411595381894,-18.20088068777521,650.3499755859375,1192.25,1010.5999959309896,5.216309667971131,44.363854285033064,61.49196234032976,True,False,True,False,False,59.48,25.0,100.0,96.14,20.42,100.0,35.0,Momentum Watch,Kalyani Forge Limited,BE,INE314G01014,True,True
KALYANKJIL,KALYANKJIL.NS,2026-09-18,585.0,588.5,580.0,581.8499755859375,5379085.0,600.0724975585938,593.2459954833985,483.1664971923828,456.1682490539551,592.5547892547261,595.3395652203698,568.0528621078504,45.92544176184503,19.754574559365846,3.3951319735766066,0.6644276463468474,648.9500122070312,327.04998779296875,27.551616490764765,-10.33978509267478,556.5,635.9500122070312,584.1500040690104,-3.210521175132053,-3.595396014567531,54.01005674589552,True,False,False,False,False,57.02,25.0,86.02,75.85,38.25,100.0,35.0,Momentum Watch,Kalyan Jewellers India Limited,EQ,INE303R01014,False,False
KAMATHOTEL,KAMATHOTEL.NS,2026-09-18,220.10000610351562,232.3800048828125,220.10000610351562,229.3000030517578,48978.0,223.04500045776368,195.54979949951172,184.4452996826172,192.79324966430664,221.40842247610422,217.2855722447926,202.78451659003497,59.52393879064346,12.235751432079264,5.336132258714972,0.3806571928533318,329.79998779296875,140.1999969482422,18.93570104296549,-30.473010449078487,187.52000427246094,241.11000061035156,208.71000162760416,1.254082952262281,21.053745786251767,24.3222728348222,True,False,False,False,False,60.79,25.0,100.0,96.95,28.32,100.0,35.0,Momentum Watch,Kamat Hotels (I) Limited,EQ,INE967C01018,True,True
KAMDHENU,KAMDHENU.NS,2026-09-18,39.0,41.04999923706055,39.0,41.04999923706055,947462.0,37.55450038909912,35.4831999206543,31.212700023651124,26.857900037765503,39.17186970569936,37.922811459693364,35.37963674663132,72.03453108599686,1.901635918784393,4.632487098970682,1.1817461970100436,41.04999923706055,16.149999618530273,52.84143279757245,0.0,32.709999084472656,40.95000076293945,38.1966667175293,4.240726570973763,21.521612553222823,41.94328882699312,True,False,True,False,True,69.24,25.0,100.0,71.93,56.36,100.0,75.0,Pre-Breakout Watch,Kamdhenu Limited,BE,INE390H01020,True,True
KAMOPAINTS,KAMOPAINTS.NS,2026-09-18,4.449999809265137,4.449999809265137,4.25,4.389999866485596,124231.0,4.451499986648559,4.528800020217895,4.882100024223328,5.191500015258789,4.355196037676595,4.420816348505957,4.569317540031733,46.2787367731546,0.24395962778779975,5.55716708900725,0.4711581511164174,9.40999984741211,3.5999999046325684,-15.438700691850816,-53.34750331911098,4.019999980926514,5.150000095367432,4.223333358764648,-2.227169481740643,0.9195393731027179,-13.582678495732681,False,False,False,False,False,29.35,0.0,40.97,76.56,31.49,0.0,35.0,Weak / Avoid,Kamdhenu Ventures Limited,EQ,INE0BTI01037,False,False
KANANIIND,KANANIIND.NS,2026-09-18,1.4299999475479126,1.440000057220459,1.399999976158142,1.4199999570846558,132727.0,1.493999993801117,1.5009999942779542,1.5318999898433685,1.5554499977827072,1.4690931595703494,1.4871865693746196,1.5030295107420266,36.609907507033036,0.07716612901370175,5.434234601818467,0.8753797267154809,2.0999999046325684,1.0199999809265137,-8.708093535062867,-32.38095135375211,1.309999942779541,1.600000023841858,1.4333333174387615,-5.333336194356287,-3.4013653437030777,-9.554145882553033,False,False,False,False,False,27.76,0.0,35.55,57.22,45.64,0.0,35.0,Weak / Avoid,Kanani Industries Limited,EQ,INE879E01037,False,False
KANORICHEM,KANORICHEM.NS,2026-09-18,180.25,188.0,176.4600067138672,184.11000061035156,60692.0,163.41499862670898,154.5023992919922,130.2920999145508,101.11929998397827,173.85362488977313,166.04396494678355,152.920954309082,72.91553048357966,8.510388776214034,4.622447856173403,1.1278032718038962,188.0,56.0,82.0720679825935,-2.069148611515126,150.0500030517578,187.02000427246094,181.16333516438803,5.121617706956139,19.996095547890302,39.403339441316,True,False,False,False,True,68.7,25.0,100.0,70.17,54.47,100.0,75.0,Pre-Breakout Watch,Kanoria Chemicals & Industries Limited,BE,INE138C01024,True,True
KANPRPLA,KANPRPLA.NS,2026-09-18,262.3500061035156,262.3500061035156,243.89999389648438,246.10000610351562,26773.0,259.0225006103516,234.56280029296875,216.4092997741699,201.00885040283202,254.62617885043824,252.87599568302085,238.71528812093507,48.466495778521036,16.26924091781804,6.610825076930231,0.7244306266962143,283.1400146484375,151.25,22.43242305516331,-13.081869968436932,233.5500030517578,283.1400146484375,259.6666666666667,-2.224867267629771,-7.543762538427867,29.73799511628663,True,False,True,False,False,54.0,25.0,58.7,80.93,40.36,100.0,35.0,Neutral Watch,Kanpur Plastipack Limited,EQ,INE694E01014,False,True
KANSAINER,KANSAINER.NS,2026-09-18,183.72999572753906,185.10000610351562,181.60000610351562,183.9600067138672,672383.0,194.34850006103517,199.5511996459961,206.03039962768554,207.67264999389647,188.54863938173273,193.08826015592234,198.73162554562273,29.778278451684628,4.819306082991508,2.619757505492753,2.123942641358764,264.0,157.91000366210938,-11.418279335640102,-30.318179275050305,181.05999755859375,208.0500030517578,183.9499969482422,-3.7866058315549345,-8.645770882195503,-14.185748517042407,False,False,True,False,False,30.14,0.0,21.36,43.56,89.34,0.0,35.0,Weak / Avoid,Kansai Nerolac Paints Limited,EQ,INE531A01024,False,False
KAPSTON,KAPSTON.NS,2026-09-18,583.7999877929688,589.9500122070312,575.8499755859375,584.2999877929688,40257.0,557.1450012207031,513.82400390625,429.7060021972656,377.80641693115234,574.653020193015,561.0644188634889,514.4397597492699,60.14610544663944,25.05753624410062,4.28847112229944,0.5753473993817342,600.0,242.2100067138672,54.65591943597023,-2.616668701171876,500.0,597.8499755859375,566.0,3.5442141471988986,11.635452911390809,58.175418908291874,True,False,False,False,False,61.63,25.0,100.0,95.71,35.14,100.0,35.0,52W High Watch,Kapston Services Limited,EQ,INE542Z01028,True,True
KARMAENG,KARMAENG.NS,2026-09-18,40.20000076293945,43.0,39.959999084472656,41.27000045776367,18883.0,38.181000328063966,38.61540008544922,41.74650005340576,43.31019998550415,38.72560829887745,38.49624874251733,39.16886774220251,61.165422694883254,2.6331901769584616,6.380397741098422,1.4514498741328619,73.69999694824219,34.380001068115234,-4.710667529642731,-44.002710764361844,36.61000061035156,43.880001068115234,39.970001220703125,9.12215967947667,7.867230183688756,-4.445469391050116,False,False,True,False,False,47.09,25.0,62.18,93.67,65.8,12.31,35.0,Neutral Watch,Karma Energy Limited,EQ,INE725L01011,True,True
KARURVYSYA,KARURVYSYA.NS,2026-09-18,334.3500061035156,339.8500061035156,329.5,332.1499938964844,3218547.0,341.23499908447263,334.39999816894533,313.44299865722655,298.5754993438721,335.1648638863637,337.46500882651264,331.2263674678468,45.23387162980539,8.434440739150148,2.5393469499140706,1.9513044341798431,358.6499938964844,204.8000030517578,11.244892707671328,-7.388819308790673,322.75,358.6499938964844,331.84999593098956,-0.9394554163924762,-0.5836612305918587,14.337347296552272,True,False,False,False,False,59.71,25.0,60.3,74.47,83.3,100.0,35.0,Neutral Watch,Karur Vysya Bank Limited,EQ,INE036D01028,False,False
KAUSHALYA,KAUSHALYA.NS,2026-09-18,831.0,854.0,831.0,833.0999755859375,126.0,862.3274993896484,900.8639990234375,899.4634985351563,877.6582485961914,844.4306472818212,861.3941609185629,884.822959052808,40.13191401917022,32.307131170846624,3.8779416777829465,0.6626347620299763,1435.949951171875,750.0,-5.076950291474446,-41.98265929073316,820.0,908.0,839.4333292643229,-4.461011974089734,-4.935242905790305,-2.561406364217833,False,False,True,False,False,34.49,25.0,38.08,64.26,38.19,9.38,35.0,Weak / Avoid,Kaushalya Infrastructure Development Corporation Limited,BE,INE234I01028,False,False
KAVDEFENCE,KAVDEFENCE.NS,2026-09-18,70.69999694824219,74.9800033569336,68.05999755859375,72.70999908447266,225971.0,63.34500026702881,60.20140022277832,61.76140018463135,64.47765016555786,69.73198615809254,65.57560820274784,62.40378039855186,64.07393490468068,5.614693006168894,7.722036964470161,0.35828659947138014,162.8699951171875,51.5099983215332,12.767755800307201,-55.35703244040949,54.70000076293945,80.0,74.48000081380208,-2.7551125465842596,27.07094990093255,13.965517169217168,True,False,True,False,False,59.31,25.0,100.0,87.85,27.54,100.0,35.0,Momentum Watch,Kavveri Defence & Wireless Technologies Limited,BE,INE641C01019,True,True
KAYA,KAYA.NS,2026-09-18,326.0,341.0,326.0,341.0,13887.0,343.2450012207031,302.15160095214844,274.7826008605957,302.92534996032714,333.16184973923083,331.70284305069623,310.89658832211353,54.62429023365915,19.59825611757165,5.747289184038607,0.46299105490746517,487.8999938964844,224.00999450683594,12.568987720789737,-30.108627943055787,300.29998779296875,393.0,308.5833333333333,-2.571428571428569,0.7534311422653817,35.532588127085575,True,False,False,False,False,57.66,25.0,79.93,93.25,31.2,100.0,35.0,Momentum Watch,Kaya Limited,BE,INE587G01015,False,True
KAYNES,KAYNES.NS,2026-09-18,3528.0,3605.89990234375,3475.0,3515.0,1266788.0,3643.5800048828123,3603.480009765625,3488.531008300781,3675.9595056152343,3512.264768195514,3579.549044361835,3586.5146599464088,45.025445233546556,131.53607901883706,3.7421359607066016,1.2429888041148147,7705.0,2995.0,-4.378707256414538,-54.38027255029202,3293.0,4117.89990234375,3492.3333333333335,0.28530670470756636,-9.640102827763497,7.666862271317743,False,False,True,False,False,39.66,25.0,36.85,74.05,58.5,14.97,35.0,Weak / Avoid,Kaynes Technology India Limited,EQ,INE918Z01012,False,False
KCP,KCP.NS,2026-09-18,158.1199951171875,166.0,156.2899932861328,161.9499969482422,136817.0,165.78249969482422,163.0124005126953,165.12050033569335,165.788750038147,161.91001555041836,162.76530179302537,163.19897648962598,48.45667326197157,5.727077997835946,3.5363248569039927,0.5606638287270087,207.8000030517578,125.0,-2.3154484782722085,-22.064487694976375,149.0500030517578,180.39999389648438,157.74000040690103,0.024700935845989314,6.9753600641838664,-7.993413806785177,False,True,True,False,False,42.69,25.0,57.56,80.91,34.62,31.48,35.0,200 DMA Recovery Watch,KCP Limited,EQ,INE805C01028,False,False
KCPSUGIND,KCPSUGIND.NS,2026-09-18,29.440000534057617,29.850000381469727,28.5,29.299999237060547,53094.0,32.08950004577637,29.586000061035158,26.686000003814698,25.55524995803833,30.660978286917576,31.13525147194717,29.752117167216667,39.10572338792149,1.639496327090762,5.595550750107257,0.30218253375393245,36.470001220703125,21.450000762939453,14.653541973453944,-19.65999929709995,28.8799991607666,36.470001220703125,29.53333282470703,-7.278484546341657,-8.523258339931338,32.51921496258456,True,False,True,False,False,49.01,25.0,58.97,62.21,25.58,100.0,35.0,Neutral Watch,KCP Sugar and Industries Corporation Limited,BE,INE790B01024,False,False
KDDL,KDDL.NS,2026-09-18,3851.0,3875.0,3820.0,3858.39990234375,7233.0,3902.4899658203126,3644.9699853515626,3214.102990722656,2775.925997314453,3865.606846720514,3858.763399039139,3656.1979068196615,52.7215328671763,132.5337369274538,3.434940397104701,0.14022265411066792,4155.5,1990.0,38.995056283075535,-7.149563173053785,3510.0,4099.60009765625,3805.3333333333335,-1.3751865829866317,-2.321465103299769,19.66257347728979,True,False,False,False,False,52.57,25.0,61.09,89.44,19.91,100.0,35.0,Neutral Watch,KDDL Limited,EQ,INE291D01011,False,True
KEC,KEC.NS,2026-09-18,404.0,409.1499938964844,396.6499938964844,404.25,1338287.0,411.4249984741211,444.9709997558594,482.31500061035155,552.1850009155273,404.9509444995912,413.45159747924504,440.737870096622,39.76266284469582,12.22461964348115,3.0240246489749287,1.307403578049494,937.7999877929688,389.1499938964844,-26.790840147821815,-56.893793424825326,389.1499938964844,441.3999938964844,401.56667073567706,-0.5290339391668453,-7.271478683197518,-23.45924807094708,False,False,False,False,False,28.15,0.0,16.69,63.53,60.76,0.0,35.0,Weak / Avoid,KEC International Limited,EQ,INE389H01022,False,False
KECL,KECL.NS,2026-09-18,119.4000015258789,123.54000091552734,118.87999725341797,122.77999877929688,66064.0,126.68249969482422,130.50479965209962,122.39289985656738,109.5313501739502,123.28150861691866,126.40517890187716,127.10643299589218,43.34291753784969,6.464895532360821,5.265430523404541,0.5587648711603099,155.0,75.47000122070312,12.095759418929909,-20.78709756174395,115.05000305175781,138.9499969482422,118.83666737874348,0.1141547540322696,-6.723395711634749,10.662462511444094,True,False,True,False,False,49.55,25.0,45.08,70.69,34.56,100.0,35.0,Neutral Watch,Kirloskar Electric Company Limited,EQ,INE134B01017,False,False
KEEPLEARN,KEEPLEARN.NS,2026-09-18,1.9500000476837158,1.9500000476837158,1.840000033378601,1.8600000143051147,16221.0,1.8969999969005584,1.895,1.9570999872684478,2.0508499944210055,1.8809973107031612,1.8946463640908136,1.911108776740062,46.072599484646474,0.15413541276091836,8.286850084702953,0.41232894297018685,3.2100000381469727,1.5099999904632568,-9.30589661043305,-42.05607500930649,1.75,2.240000009536743,1.8399999936421711,-3.626939644829197,-2.617798596338672,-2.617798596338672,False,False,False,False,False,34.24,25.0,42.67,76.15,29.43,0.0,35.0,Weak / Avoid,DSJ Keep Learning Limited,EQ,INE055C01020,False,False
KEI,KEI.NS,2026-09-18,4560.0,4650.0,4532.0,4650.0,573397.0,5012.314990234375,5179.0119921875,5218.165004882812,4821.3955078125,4667.619708059484,4898.562167237235,5105.309146144536,35.66923510553238,156.05897772960014,3.3561070479483903,0.9076990026498174,5899.0,3728.699951171875,-3.554894169847167,-21.173080183081883,4447.0,5744.0,4528.166666666667,1.572739187418093,-15.876692997895415,-11.731207289293854,False,False,True,False,False,31.88,25.0,8.86,55.34,46.77,21.56,35.0,Weak / Avoid,KEI Industries Limited,EQ,INE878B01027,False,False
KELLTONTEC,KELLTONTEC.NS,2026-09-18,13.989999771118164,13.989999771118164,13.399999618530273,13.609999656677246,1105458.0,13.854499912261963,14.064599990844727,14.837400007247926,15.908049988746644,13.660473667646487,13.77493310395753,14.129926044961215,44.40475258585355,0.5935273775611047,4.360965411706769,0.18265223450453938,27.25,13.0,-14.445832982012497,-50.05504713145965,13.300000190734863,15.699999809265137,13.5633331934611,-1.1619520389791638,0.3687259256143882,-11.508455426484332,False,False,False,False,False,27.36,0.0,41.53,72.81,21.39,0.0,35.0,Weak / Avoid,Kellton Tech Solutions Limited,EQ,INE164B01030,False,False
KERNEX,KERNEX.NS,2026-09-18,1731.9000244140625,1743.5,1700.0,1732.5,104121.0,1755.5950073242188,2012.44400390625,1906.2699987792969,1520.0492504882814,1717.5471132746532,1779.8882891233848,1888.4409699622634,43.58424543869837,100.09873541507788,5.777704785863081,0.46652161562249933,2580.0,850.0,13.976570130439757,-32.84883720930233,1593.0,2006.9000244140625,1696.8666585286458,0.02309476471917815,-10.441974670457487,-14.894137566655353,True,False,False,False,False,44.95,25.0,17.2,71.17,31.33,100.0,35.0,Neutral Watch,Kernex Microsystems (India) Limited,EQ,INE202H01019,False,False
KESORAMIND,KESORAMIND.NS,2026-09-18,12.300000190734863,12.5,11.880000114440918,11.9399995803833,423814.0,11.490500020980836,11.720000038146972,11.707800016403198,10.648950002193452,11.918700271420699,11.737619545278767,11.650193079395281,53.87460964542931,0.3330409900368653,2.7892881217854613,1.2390021363164292,14.260000228881836,4.550000190734863,12.12372654509526,-16.269288999025868,10.890000343322754,13.0,12.443333307902018,1.3582330308911983,2.2260211336835756,7.277623159153679,True,False,False,False,False,58.56,25.0,60.27,91.75,58.37,100.0,35.0,Neutral Watch,Kesoram Industries Limited,BE,INE087A01019,True,True
KEYFINSERV,KEYFINSERV.NS,2026-09-18,247.9499969482422,247.9499969482422,240.0,245.9499969482422,123.0,251.7650001525879,256.2956008911133,260.8403015136719,273.0883511352539,246.71364588247627,250.0106111068851,254.7881725467676,43.738145998320306,11.049778419145373,4.492693049909121,0.15298507462686567,382.1000061035156,220.0,-9.937572977461329,-35.63203532595305,233.0,274.95001220703125,245.76666768391928,-0.5860941730050695,-3.2074021879217374,-2.2456315652666814,False,False,False,False,False,27.04,0.0,41.79,71.48,20.35,0.0,35.0,Weak / Avoid,Keynote Financial Services Limited,EQ,INE681C01015,False,False
KFINTECH,KFINTECH.NS,2026-09-18,900.0,930.0,894.9500122070312,930.0,539201.0,932.5425018310547,927.1780004882812,894.201499633789,944.8270022583008,910.2160768526969,921.2170977024737,921.2117892209242,52.010231394555944,24.159038753152764,2.5977461024895443,0.6970641849228219,1215.0,784.9500122070312,-1.569282230806457,-23.456790123456795,872.5,992.4000244140625,885.8166707356771,3.4482758620689724,-3.2258064516129004,6.3890606905117275,False,True,True,False,False,44.03,25.0,48.66,88.02,39.4,37.45,35.0,200 DMA Recovery Watch,Kfin Technologies Limited,EQ,INE138Y01010,False,True
KHADIM,KHADIM.NS,2026-09-18,125.83999633789062,125.83999633789062,125.19999694824219,125.83999633789062,43755.0,114.60350036621094,103.70139953613281,104.61029975891114,122.22154987335205,120.76011510782052,115.36179686633626,108.61383920152379,70.3957738124366,3.9561330583008294,3.1437803348931213,0.5221544195171548,295.79998779296875,77.47000122070312,2.96056339351618,-57.45774119978451,93.55999755859375,125.54000091552734,121.64666748046875,4.275767334824532,29.731954987516108,16.035039076993087,True,True,True,False,True,62.33,25.0,100.0,75.21,33.28,73.68,75.0,Pre-Breakout Watch,Khadim India Limited,BE,INE834I01025,True,True
KHAICHEM,KHAICHEM.NS,2026-09-18,50.52000045776367,51.5,49.36000061035156,49.939998626708984,135895.0,54.12900009155273,52.10620018005371,53.82959999084473,59.103850002288816,52.114398092533165,53.05314930908017,53.24285980522687,37.98942028380301,2.5113430208604046,5.028720644612282,0.6939633942543947,135.8000030517578,42.91999816894531,-15.50466065277466,-63.22533320733783,49.40999984741211,58.900001525878906,50.59333419799805,-5.720223757159126,-13.373812133741103,-11.02797492181502,False,False,False,False,False,29.05,25.0,14.43,59.98,39.29,0.0,35.0,Weak / Avoid,Khaitan Chemicals & Fertilizers Limited,EQ,INE745B01028,False,False
KHAITANLTD,KHAITANLTD.NS,2026-09-18,153.39999389648438,156.0,149.0,152.1300048828125,3145.0,153.48550033569336,144.02400039672852,138.36810028076172,119.65250007629395,156.0180643508781,153.7767544453572,146.54359606669686,50.2370222205218,9.6275836476142,6.328523853680566,0.5600420254111279,178.0,85.0,27.14318947436112,-14.53370512201545,136.41000366210938,178.0,151.12333170572916,-6.594210447816007,2.237904410456504,11.271213812552162,True,False,False,False,False,54.39,25.0,63.49,84.47,34.6,100.0,35.0,Neutral Watch,Khaitan (India) Limited,EQ,INE731C01018,False,True
KHANDSE,KHANDSE.NS,2026-09-18,18.350000381469727,18.350000381469727,17.889999389648438,18.09000015258789,894.0,17.48499994277954,17.425599937438964,17.60209991455078,18.08354995727539,17.640973876212534,17.55809939280827,17.500651394340267,55.19780118538651,1.2272205242002712,6.783971884183259,0.33899590474745944,26.8799991607666,12.199999809265137,0.035668855549597644,-32.70089018830172,16.100000381469727,18.579999923706055,17.456666946411133,2.203386287219966,5.296855827982472,2.492920926727238,True,True,True,False,False,47.12,25.0,62.59,94.4,26.86,50.29,35.0,200 DMA Recovery Watch,Khandwala Securities Limited,EQ,INE060B01014,True,True
KICL,KICL.NS,2026-09-18,4825.0,5028.0,4825.0,5009.5,2638.0,5146.825,5328.49,5209.54099609375,4990.5334985351565,5012.386729098286,5119.273994284611,5216.705710182947,42.15328756314426,165.76909118616888,3.309094544089607,2.278459146657454,6554.89990234375,4011.0,0.38004957727286737,-23.576254792101125,4746.0,5439.5,4825.166666666667,-0.23897241860002527,-4.078506462422215,-7.171314741035861,True,True,True,False,False,49.83,25.0,36.11,68.31,94.75,53.04,35.0,200 DMA Recovery Watch,Kalyani Investment Company Limited,EQ,INE029L01018,False,False
KILITCH,KILITCH.NS,2026-09-18,189.89999389648438,192.0,189.89999389648438,191.4499969482422,13725.0,177.64100036621093,180.84360107421875,178.9306005859375,169.79812538146973,186.24426062519376,182.34836594155385,180.4866965059288,63.179994365889264,7.526618341932347,3.931375535078823,0.5227894291786969,219.5,117.25,12.751537461399653,-12.779044670504703,156.0,194.0,188.8733367919922,1.5919342258328362,21.094237544109085,0.3301486216553018,True,False,True,False,True,67.31,25.0,92.45,89.64,33.3,100.0,75.0,Pre-Breakout Watch,Kilitch Drugs (India) Limited,BE,INE729D01010,True,True
KIMS,KIMS.NS,2026-09-18,793.4000244140625,819.0,784.0,809.8499755859375,1242321.0,768.5199951171875,788.0369982910156,781.5689996337891,717.5427499389648,779.6201419577561,776.8477181594299,780.4518680812636,65.37981144954543,19.939834544497312,2.4621639989641992,2.1832636331068414,858.0,575.7999877929688,12.864352075862318,-5.6118909573499405,748.2999877929688,799.0499877929688,784.6499837239584,5.318936566697707,3.4952045477236515,1.8230968058203345,True,False,False,True,True,75.27,25.0,58.45,85.24,91.41,100.0,100.0,Strong Breakout Watch,Krishna Institute of Medical Sciences Limited,EQ,INE967H01025,True,True
KINGFA,KINGFA.NS,2026-09-18,5907.0,5950.0,5799.0,5828.0,6576.0,5982.675,5622.05,5396.437001953125,4826.974508056641,5946.280143398387,5928.994196441386,5703.119142578423,47.92458782090332,202.89799425423348,3.4814343557692773,0.4758923886888716,6347.0,3649.89990234375,20.73815575931799,-8.177091539309911,5675.5,6347.0,5880.5,-5.954494110053254,0.24941945471745885,15.200632536074332,True,False,False,False,False,53.12,25.0,62.66,79.85,31.66,100.0,35.0,Neutral Watch,Kingfa Science & Technology (India) Limited,EQ,INE473D01015,False,True
KIOCL,KIOCL.NS,2026-09-18,337.70001220703125,344.75,336.0,340.6499938964844,77819.0,371.9099975585938,374.9569982910156,385.13949920654295,370.43949920654296,353.19076078676665,365.36131770934475,374.6550576120608,33.220510003637,12.176816458284103,3.5745829081048965,0.9891040816002288,634.5499877929688,290.6499938964844,-8.041665474083015,-46.31628706174896,323.54998779296875,396.45001220703125,331.68332926432294,-7.406904172895235,-11.611313105526289,-13.044034742441768,False,False,True,False,False,29.46,25.0,16.34,50.44,49.62,0.0,35.0,Weak / Avoid,KIOCL Limited,EQ,INE880L01014,False,False
KIRIINDUS,KIRIINDUS.NS,2026-09-18,539.0,541.9000244140625,528.2000122070312,531.75,384478.0,531.1574996948242,462.67399963378904,429.19100006103514,451.25199966430665,532.7157237602294,520.0482685028653,479.47632639152124,55.63652200910752,28.212648225422008,5.305622609388248,0.2237189003479217,779.0,333.79998779296875,17.83881299043042,-31.73940949935815,458.54998779296875,603.9500122070312,530.5999959309896,-1.042146801966659,11.268049129789247,37.43861679725704,True,False,False,False,False,59.72,25.0,100.0,95.27,22.83,100.0,35.0,Momentum Watch,Kiri Industries Limited,EQ,INE415I01015,True,True
